Id,Sales
1,4127.23583984
857,4375.03173828
1713,4581.44775391
2569,5130.66015625
3425,6432.83398438
4281,4073.29248047
5137,3675.85351562
5993,3522.44360352
6849,3631.04223633
7705,3675.07519531
8561,4044.09301758
9417,5340.04101562
10273,4382.22802734
11129,4559.71826172
11985,4669.65380859
12841,4873.58496094
13697,5101.96972656
14553,5692.58691406
15409,6025.23242188
16265,4201.85058594
17121,3967.76879883
17977,3596.52099609
18833,3561.24755859
19689,3359.41748047
20545,3772.30908203
21401,5682.84326172
22257,3823.5546875
23113,4240.33496094
23969,4416.07128906
24825,4530.6484375
25681,4920.515625
26537,5513.24707031
27393,6419.25146484
28249,4045.98364258
29105,3899.94311523
29961,3666.55200195
30817,3510.1965332
31673,3490.05981445
32529,4066.22680664
33385,5848.92285156
34241,4027.62353516
35097,4404.14892578
35953,4541.99853516
36809,4840.02539062
37665,5012.01025391
38521,5700.56884766
39377,6963.49121094
40233,4880.29736328
2,7412.12402344
858,7913.98486328
1714,9088.56640625
2570,9779.23535156
3426,4234.34082031
4282,3977.10571289
5138,5718.15283203
5994,5803.54248047
6850,5925.06982422
7706,5981.72998047
8562,6038.51708984
9418,3800.85180664
10274,4048.50048828
11130,7640.32568359
11986,8139.68212891
12842,8729.3203125
13698,9639.60644531
14554,11096.2099609
15410,4252.3046875
16266,4227.89111328
17122,6368.60839844
17978,5662.109375
18834,5608.43896484
19690,5492.84423828
20546,5479.72998047
21402,4363.79492188
22258,3715.52099609
23114,7185.609375
23970,7675.69238281
24826,8067.00048828
25682,8931.68359375
26538,10063.5410156
27394,4639.79003906
28250,3795.31201172
29106,5947.41259766
29962,5842.88964844
30818,5818.58007812
31674,5842.76708984
32530,5857.66601562
33386,4635.22900391
34242,4074.05810547
35098,7576.28466797
35954,7827.4375
36810,8204.296875
37666,8664.23925781
38522,10359.1552734
39378,5272.92480469
40234,4818.69726562
3,9055.72851562
859,9344.1640625
1715,10861.6933594
2571,12193.0488281
3427,3793.63989258
4283,6249.23486328
5139,8366.84960938
5995,8251.06054688
6851,8047.33447266
7707,8611.29003906
8563,8957.99511719
9419,3532.03637695
10275,6472.59960938
11131,9857.10742188
11987,10240.9755859
12843,10698.4853516
13699,12448.2441406
14555,14031.7587891
15411,4428.90820312
16267,7423.45849609
17123,9753.8046875
17979,9039.47851562
18835,8760.33886719
19691,8717.5546875
20547,9146.01074219
21403,4429.83349609
22259,6398.08300781
23115,10459.8271484
23971,10506.7001953
24827,10526.7900391
25683,12005.3496094
26539,14314.5224609
27395,4363.32080078
28251,6426.91552734
29107,9729.2109375
29963,9353.32128906
30819,8991.18945312
31675,9587.33398438
32531,10098.3466797
33387,4304.21435547
34243,7011.14941406
35099,10740.2900391
35955,10600.1171875
36811,10783.9970703
37667,11638.0507812
38523,14419.5234375
39379,4737.05664062
40235,7910.85351562
4,6550.42626953
860,6558.99755859
1716,7470.96435547
2572,8799.80761719
3428,4338.55957031
4284,3553.1171875
5140,5078.203125
5996,5246.75537109
6852,5086.03222656
7708,5193.61230469
8564,5665.77783203
9420,3677.08105469
10276,3568.86547852
11132,6376.02978516
11988,7079.79394531
12844,7570.23193359
13700,8133.89257812
14556,9280.15332031
15412,4757.25683594
16268,3875.50732422
17124,5087.94384766
17980,5012.56054688
18836,4838.79785156
19692,4600.56689453
20548,5029.98486328
21404,4366.79296875
22260,3401.85742188
23116,6155.46289062
23972,6694.60449219
24828,6472.31542969
25684,7170.0546875
26540,8930.50878906
27396,4610.80371094
28252,3594.3190918
29108,5157.56396484
29964,5219.80517578
30820,4926.33886719
31676,4989.17724609
32532,5536.91503906
33388,4370.95214844
34244,3557.15625
35100,6267.40527344
35956,6686.31542969
36812,6625.95800781
37668,7131.98828125
38524,9010.25585938
39380,4842.68994141
40236,4061.30761719
5,7048.22753906
861,7436.93115234
1717,8280.93261719
2573,10044.0859375
3429,4436.49414062
4285,5888.27441406
5141,6102.92333984
5997,6018.85058594
6853,6100.05419922
7709,6189.41552734
8565,6969.08642578
9421,4156.68652344
10277,6049.56298828
11133,7551.92138672
11989,7739.14111328
12845,8512.73144531
13701,9109.34179688
14557,10487.3271484
15413,4565.59375
16269,6410.33056641
17125,6959.92529297
17981,6194.86083984
18837,6089.04394531
19693,5915.83642578
20549,6757.23632812
21405,4735.23144531
22261,5743.80175781
23117,7514.60107422
23973,7737.00097656
24829,7949.17041016
25685,8560.94335938
26541,10868.9052734
27397,4938.20898438
28253,5818.55224609
29109,6557.40234375
29965,6269.81494141
30821,6180.2890625
31677,5938.41699219
32533,6876.68994141
33389,4845.78125
34245,6059.91210938
35101,7320.38720703
35957,7256.39746094
36813,7488.64306641
37669,7988.20654297
38525,10546.6591797
39381,5230.85986328
40237,6613.48779297
6,5565.41796875
862,5800.58740234
1718,6542.62060547
2574,7545.69335938
3430,5328.69921875
4286,4251.89111328
5142,4827.59472656
5998,4779.78076172
6854,4799.26171875
7710,4878.55712891
8566,5423.50292969
9422,4576.36328125
10278,4244.36572266
11134,5715.44287109
11990,6013.91552734
12846,6108.55517578
13702,6538.82763672
14558,7497.33349609
15414,5328.65869141
16270,4454.37597656
17126,5092.43994141
17982,4753.53271484
18838,4777.65234375
19694,4574.91015625
20550,5030.61328125
21406,5280.68603516
22262,4135.80322266
23118,5447.85595703
23974,5586.61230469
24830,5544.49414062
25686,6151.45410156
