Id,Sales
1,4267.93793397
857,4484.56571341
1713,4914.57164286
2569,5517.35685679
3425,5704.45235422
4281,3770.02925537
5137,3909.83388614
5993,3634.35158318
6849,3728.05068455
7705,3620.91405855
8561,4243.95294519
9417,5498.47133604
10273,4458.81388253
11129,4352.35085236
11985,4950.70180609
12841,5099.16978249
13697,5499.48823635
14553,6725.25545717
15409,5426.22850005
16265,3955.05431333
17121,4307.68159212
17977,3638.92072734
18833,3665.53548547
19689,3506.0606554
20545,4004.12038092
21401,5122.11652975
22257,3520.2535557
23113,4337.13195621
23969,4436.83153511
24825,4597.19253926
25681,4995.36886368
26537,5836.75116061
27393,6179.91419866
28249,4107.13073414
29105,4226.79059408
29961,3888.00531168
30817,3744.09035818
31673,3725.3704496
32529,4214.28678837
33385,5394.73414656
34241,3822.21103423
35097,4770.2908386
35953,4831.93292133
36809,5001.09362731
37665,5201.81821412
38521,5639.70270583
39377,6235.28582902
40233,4718.07252197
2,7945.95211398
858,8608.19220882
1714,9997.24552319
2570,10488.2898425
3426,4143.9823983
4282,4253.13712536
5138,5962.30368267
5994,6151.54665786
6850,6402.72115214
7706,6230.5687408
8562,6450.00358449
9418,3656.12948663
10274,4353.63946635
11130,8123.46683086
11986,8322.7074172
12842,9004.23385091
13698,10333.1030423
14554,14898.2009011
15410,4225.39504158
16266,4994.75018122
17122,7037.90737724
17978,5907.57279401
18834,5916.58762318
19690,5770.40969999
20546,6295.91647708
21402,3505.88221988
22258,3770.5544979
23114,7552.29502456
23970,8000.30734511
24826,8499.86217837
25682,9653.7913702
26538,10752.0993093
27394,4253.09090821
28250,4510.23667252
29106,6176.93127613
29962,6190.49635149
30818,6151.04549351
31674,6158.61268348
32530,6441.43115936
33386,4394.57279886
34242,4146.15982684
35098,7668.27021322
35954,8021.68645489
36810,8486.72773329
37666,9360.64784039
38522,10312.2408321
39378,4824.4265229
40234,5175.71188049
3,9269.20236163
859,9494.70006199
1715,11516.8799154
2571,12765.2238023
3427,3762.7276317
4283,6040.7026886
5139,8840.25767971
5995,8576.60418449
6851,8401.57690167
7707,8908.4582305
8563,9655.39180349
9419,4170.83352488
10275,6574.91780939
11131,10259.7700211
11987,10900.4125249
12843,10868.9711068
13699,12423.1851173
14555,15038.2452429
15411,4481.00535944
16267,7410.68620082
17123,10153.0166825
17979,8375.57751933
18835,8337.54231465
19691,7993.2683213
20547,8862.08714823
21403,4419.31967642
22259,6480.87809048
23115,10841.2535083
23971,10465.4332406
24827,10667.8447949
25683,12987.5744056
26539,14364.2880567
27395,4646.66164019
28251,7056.42795483
29107,10398.0281027
29963,9731.5647047
30819,9142.03360303
31675,9606.83226328
32531,10808.117199
33387,4640.80320885
34243,6727.1626776
35099,11100.0410209
35955,10985.003942
36811,10861.7061157
37667,12267.8939699
38523,14950.1695701
39379,5852.9693575
40235,8314.46214398
4,6941.52550275
860,6884.63169157
1716,7702.73177736
2572,9149.52865361
3428,3500.90967397
4284,3543.33495323
5140,5051.17464593
5996,5423.83417219
6852,5200.47573728
7708,5125.39262887
8564,5723.62959338
9420,3223.25202785
10276,3550.93631962
11132,6240.59717129
11988,7302.56833863
12844,7435.14960889
13700,8271.74324744
14556,10588.9516673
15412,3619.50471113
16268,3957.62933416
17124,5319.12187714
17980,5087.53121897
18836,4899.62524587
19692,4617.4213348
20548,5235.76005089
21404,3187.5314632
22260,3415.00635811
23116,5969.6439768
23972,7049.79593276
24828,6812.20393252
25684,7523.05008245
26540,8994.93280522
27396,3623.9742575
28252,3976.02020676
29108,4972.57655151
29964,5479.27460504
30820,5002.89880616
31676,5174.33992981
32532,5757.76170693
33388,3659.20063843
34244,3589.02207599
35100,6258.45660278
35956,7191.69492516
36812,6899.50716813
37668,7565.25973341
38524,9270.04396883
39380,4294.40714716
40236,4485.4996144
5,6965.37022577
861,7441.36074133
1717,8449.97632435
2573,10538.2817185
3429,3500.98486775
4285,5583.47748557
5141,5935.78362582
5997,5973.05603907
6853,6347.08940943
7709,6519.71566376
8565,7389.32503972
9421,3472.49230251
10277,5931.04898198
11133,7446.33891838
11989,7925.80063671
12845,8368.68974935
13701,9055.51989376
14557,11951.1670967
15413,3140.71096169
16269,6268.6769032
17125,7255.21762489
17981,6374.60102389
18837,6407.19549234
19693,6089.01114492
20549,7085.36315334
21405,3743.72124632
22261,5570.04421817
23117,7361.02567314
23973,7642.24630211
24829,8107.10453355
25685,8852.98400231
26541,11538.8163663
27397,4278.58507068
28253,6178.0529885
29109,6632.59607638
29965,6387.72363836
30821,6152.89968664
31677,5839.65683605
32533,7279.01375327
33389,4123.70825156
34245,5782.98539735
35101,7206.74262939
35957,7535.82861733
36813,7686.58116228
37669,8332.57922157
38525,11164.0019737
39381,5301.14875259
40237,6570.09645355
6,5729.47677073
862,5882.37991433
1718,6523.32551672
2574,7426.77781194
3430,3988.16026566
4286,4560.04188814
5142,5283.04013345
5998,5017.33758528
6854,5071.93538296
7710,4824.31244538
8566,5837.60103496
9422,3645.53076798
10278,4594.93773747
11134,5565.03727496
11990,6003.82308945
12846,6144.75209578
13702,6779.09268567
14558,7804.70258137
15414,3749.51399255
16270,4544.54178793
17126,5535.09173025
17982,4598.92809165
18838,4730.44944961
19694,4498.61708515
20550,5298.25325869
21406,4039.6316163
22262,4376.08005236
23118,5628.88771363
23974,5949.31865077
24830,5809.51984835
25686,6316.29810636
26542,7253.50025773
27398,4870.06304752
28254,5117.87471184
29110,5544.92245965
29966,5343.2894095
30822,5136.13474217
31678,5229.84576912
32534,5929.97400442
33390,4283.88501001
34246,4880.8285403
35102,5960.7779817
35958,6027.42740218
36814,6104.10557075
37670,6506.2553043
38526,7587.46731949
39382,5597.92377366
40238,5456.82423395
7,7405.51501847
863,7997.99270906
1719,8290.11422292
2575,9295.93391976
3431,3192.74946564
4287,5326.45046821
5143,6228.65263819
5999,6473.16922573
6855,6731.02784859
7711,6388.23544715
8567,6690.71518796
9423,2953.18287982
10279,5360.6910559
11135,7722.37137082
11991,8442.5027573
12847,9074.43067
13703,9505.30909399
14559,14182.7719786
15415,5287.23949637
16271,6502.4412203
17127,7246.8133412
17983,6571.53388999
18839,6685.45132284
19695,5956.63721669
20551,6492.20029502
21407,4036.51132738
22263,5420.43677779
23119,7961.8480114
23975,8136.25052918
24831,8614.392047
25687,8503.23271026
26543,9960.13959695
27399,4029.44354458
28255,5810.28148931
29111,6664.76732107
29967,6788.97888118
30823,6737.24413727
