Id,Sales
1,4096.06718522
857,4298.12108643
1713,4744.1148031
2569,4870.58119733
3425,6735.68780155
4281,4199.19492601
5137,3791.43264138
5993,3517.6988966
6849,3651.16630904
7705,3593.11216786
8561,4059.64784031
9417,5295.56536246
10273,4489.0282211
11129,4706.02287969
11985,4767.20453253
12841,4943.93989228
13697,5082.24477026
14553,6518.58629579
15409,6070.86828174
16265,4126.20094392
17121,3940.58724582
17977,3706.35527332
18833,3685.43293848
19689,3361.72631126
20545,4045.46306459
21401,5678.63173536
22257,3819.69453992
23113,4131.28265197
23969,4319.07059717
24825,4521.98121188
25681,4940.9040797
26537,5553.9338929
27393,6568.85655375
28249,4468.03540488
29105,3999.74901045
29961,3694.97969833
30817,3621.33454086
31673,3587.05388814
32529,4089.64829901
33385,5840.49094016
34241,4163.35366217
35097,4365.5211892
35953,4483.73174692
36809,4576.1684956
37665,4959.95600114
38521,5558.48135428
39377,6698.59983645
40233,5187.11635505
2,7522.95316836
858,8008.57624949
1714,9126.42708728
2570,10127.9034735
3426,4083.75046016
4282,3932.61529835
5138,5715.00958075
5994,5805.54669842
6850,6051.43430515
7706,5950.79901613
8562,6038.18313818
9418,3709.73974322
10274,4011.70911629
11130,7739.08122898
11986,8009.66748048
12842,8843.57539053
13698,9854.09273014
14554,13411.2558939
15410,4262.58409484
16266,4497.43739472
17122,6683.68233652
17978,5790.19611166
18834,5872.83325311
19690,5577.16878285
20546,6074.38533135
21402,4214.94013865
22258,3748.17831565
23114,7237.28079997
23970,7784.5192676
24826,7983.97384015
25682,8894.65540737
26538,9967.11462832
27394,4201.4875509
28250,4359.8675838
29106,5907.51017966
29962,5823.74782912
30818,5848.06958299
31674,5818.30408441
32530,6188.8424238
33386,4468.52055185
34242,4211.54867988
35098,7394.91301775
35954,7659.47394772
36810,8025.20287874
37666,8791.91205565
38522,10072.7613782
39378,5042.48999559
40234,5149.21950756
3,9084.08594466
859,9378.57178605
1715,10673.6123818
2571,12409.8046544
3427,4238.91262723
4283,6350.52360304
5139,8714.2198347
5995,8541.70470057
6851,8427.49147583
7707,8751.77867736
8563,9761.07722136
9419,4662.25724341
10275,6456.17118614
11131,9853.73183696
11987,10055.3781901
12843,10894.9363858
13699,11732.1494811
14555,15485.5925
15411,5488.8908373
16267,7241.08948617
17123,9423.55034606
17979,8178.34948414
18835,8318.72148831
19691,7799.98764603
20547,8845.98575643
21403,5133.73218603
22259,6358.01210978
23115,10318.8887559
23971,10184.7610268
24827,10295.4732597
25683,11391.1795972
26539,13974.879805
27395,5197.22486749
28251,7230.27900177
29107,9919.15898513
29963,9382.82646819
30819,9039.57104623
31675,9627.41531149
32531,10316.1590974
33387,5533.54662493
34243,6863.17282023
35099,10486.4878816
35955,10310.1798669
36811,10747.7756678
37667,11055.5223069
38523,14182.7971793
39379,6893.07756471
40235,8559.04408842
4,6932.38639996
860,6824.29644434
1716,7682.63823499
2572,9226.93693697
3428,3845.85049289
4284,3540.73008438
5140,5054.14367491
5996,5370.76016826
6852,5162.53115779
7708,5169.76640968
8564,5749.3153687
9420,3619.48811932
10276,3476.59992047
11132,6398.63846453
11988,7237.16357216
12844,7493.20314353
13700,8472.30746846
14556,10438.9395947
15412,3925.23548663
16268,3861.97374784
17124,5220.74955693
17980,5124.85173644
18836,5012.87965111
19692,4608.6185279
20548,5338.08519037
21404,3667.98507667
22260,3305.77531574
23116,6054.41794496
23972,6965.48133884
24828,6693.70117443
25684,7611.13642215
26540,9220.15519247
27396,3740.68638272
28252,3805.25978409
29108,5078.63977134
29964,5477.17803211
30820,5044.77307017
31676,5233.61723478
32532,5725.11966337
33388,3842.7941227
34244,3491.01849398
35100,6285.22820659
35956,7111.00115082
36812,6795.29196771
37668,7488.81256542
38524,9277.01235209
39380,4638.41484342
40236,4308.75231147
5,7061.00775672
861,7355.94047022
1717,8142.28315501
2573,10390.8071421
3429,4678.67042838
4285,5667.1973613
5141,6036.00653228
5997,6019.29221373
