Id,Sales
1,4190.08691406
857,4441.65673828
1713,4651.21582031
2569,5208.79199219
3425,6530.79589844
4281,4135.32226562
5137,3731.83081055
5993,3576.0847168
6849,3686.3371582
7705,3731.04077148
8561,4105.67822266
9417,5421.36132812
10273,4448.96240234
11129,4629.15576172
11985,4740.76513672
12841,4947.80175781
13697,5179.66455078
14553,5779.27587891
15409,6116.98730469
16265,4265.83789062
17121,4028.19165039
17977,3651.2902832
18833,3615.47973633
19689,3410.57617188
20545,3829.75537109
21401,5769.38378906
22257,3881.78125
23113,4304.90869141
23969,4483.32080078
24825,4599.64306641
25681,4995.44726562
26537,5597.20507812
27393,6517.00634766
28249,4107.59765625
29105,3959.33300781
29961,3722.38769531
30817,3563.65136719
31673,3543.20776367
32529,4128.14892578
33385,5937.99267578
34241,4088.95776367
35097,4471.21728516
35953,4611.16601562
36809,4913.73144531
37665,5088.33544922
38521,5787.37939453
39377,7069.53417969
40233,4954.61669922
2,7524.99902344
858,8034.50244141
1714,9226.97070312
2570,9928.15722656
3426,4298.82324219
4282,4037.6706543
5138,5805.23144531
5994,5891.92138672
6850,6015.29931641
7706,6072.82226562
8562,6130.47412109
9418,3858.73266602
10274,4110.15283203
11130,7756.67578125
11986,8263.63671875
12842,8862.25390625
13698,9786.40234375
14554,11265.1875
15410,4317.06054688
16266,4292.27539062
17122,6465.59228516
17978,5748.33447266
18834,5693.84667969
19690,5576.49169922
20546,5563.17773438
21402,4430.24853516
22258,3772.10253906
23114,7295.03466797
23970,7792.58105469
24826,8189.84814453
25682,9067.69921875
26538,10216.7929688
27394,4710.44677734
28250,3853.10864258
29106,6037.98242188
29962,5931.86767578
30818,5907.18798828
31674,5931.74316406
32530,5946.86914062
33386,4705.81640625
34242,4136.09960938
35098,7691.65966797
35954,7946.63671875
36810,8329.23535156
37666,8796.18164062
38522,10516.9091797
39378,5353.22314453
40234,4892.078125
3,9193.6328125
859,9486.4609375
1715,11027.0996094
2571,12378.7294922
3427,3851.41088867
4283,6344.40087891
5139,8494.26367188
5995,8376.7109375
6851,8169.8828125
7707,8742.42675781
8563,9094.41113281
9419,3585.82373047
10275,6571.16699219
11131,10007.2158203
11987,10396.9296875
12843,10861.40625
13699,12637.8115234
14555,14245.4404297
15411,4496.35351562
16267,7536.50585938
17123,9902.33984375
17979,9177.13574219
18835,8893.74511719
19691,8850.30957031
20547,9285.29003906
21403,4497.29296875
22259,6495.515625
23115,10619.1132812
23971,10666.7001953
24827,10687.0966797
25683,12188.171875
26539,14532.5097656
27395,4429.76708984
28251,6524.78710938
29107,9877.37109375
29963,9495.7578125
30819,9128.11132812
31675,9733.33398438
32531,10252.1289062
33387,4369.76074219
34243,7117.91796875
35099,10903.8476562
35955,10761.5400391
36811,10948.2197266
37667,11815.2802734
38523,14639.1103516
39379,4809.19433594
40235,8031.32324219
4,6650.17871094
860,6658.88085938
1716,7584.73535156
2572,8933.81445312
3428,4404.62890625
4284,3607.22558594
5140,5155.53613281
5996,5326.65527344
6852,5163.484375
7708,5272.70263672
8564,5752.05859375
9420,3733.07714844
10276,3623.21362305
11132,6473.12646484
11988,7187.60791016
12844,7685.51464844
13700,8257.75878906
14556,9421.47558594
15412,4829.70214844
16268,3934.52514648
17124,5165.42529297
17980,5088.89404297
18836,4912.48486328
19692,4670.62646484
20548,5106.58349609
21404,4433.29248047
22260,3453.66235352
23116,6249.20068359
23972,6796.55273438
24828,6570.87841797
25684,7279.24316406
26540,9066.50585938
27396,4681.01904297
28252,3649.05493164
29108,5236.10546875
29964,5299.29443359
30820,5001.359375
31676,5065.15429688
32532,5621.23339844
33388,4437.51464844
34244,3611.32617188
35100,6362.84814453
35956,6788.13720703
36812,6726.86083984
37668,7240.59716797
38524,9147.46777344
39380,4916.43652344
40236,4123.15478516
5,7155.56103516
861,7550.18359375
1717,8407.03808594
2573,10197.0410156
3429,4504.0546875
4285,5977.94335938
5141,6195.86132812
5997,6110.50830078
6853,6192.94824219
7709,6283.67041016
8565,7075.21435547
9421,4219.98632812
10277,6141.68798828
11133,7666.92529297
11989,7856.99609375
12845,8642.3671875
13701,9248.0625
14557,10647.0322266
15413,4635.12060547
16269,6507.94970703
17125,7065.9140625
17981,6289.19873047
18837,6181.77050781
19693,6005.92529297
20549,6860.13818359
21405,4807.34130859
22261,5831.27050781
23117,7629.03662109
23973,7854.82324219
24829,8070.22363281
25685,8691.3125
26541,11034.421875
27397,5013.41015625
28253,5907.15966797
29109,6657.26123047
29965,6365.29443359
30821,6274.40527344
31677,6028.84960938
32533,6981.41113281
33389,4919.57470703
34245,6152.19482422
35101,7431.86523438
35957,7366.90087891
36813,7602.68310547
37669,8109.85400391
38525,10707.2675781
39381,5310.51757812
40237,6714.20068359
6,5650.17041016
862,5888.92089844
1718,6642.25439453
2574,7660.60205078
3430,5409.84667969
4286,4316.640625
5142,4901.11132812
5998,4852.56933594
6854,4872.34667969
7710,4952.84960938
8566,5506.09423828
9422,4646.05419922
10278,4309.00048828
11134,5802.47998047
11990,6105.49804688
12846,6201.57861328
13702,6638.40380859
14558,7611.50585938
15414,5409.80566406
16270,4522.20898438
17126,5169.98974609
17982,4825.92138672
18838,4850.40820312
19694,4644.57861328
20550,5107.22167969
21406,5361.10253906
22262,4198.78515625
23118,5530.81835938
23974,5671.6875
24830,5628.92773438
25686,6245.13085938
26542,7532.54638672
27398,5883.99121094
28254,4440.71582031
29110,5165.45507812
29966,4952.31591797
30822,4859.04003906
31678,4909.05566406
32534,5512.32666016
33390,5617.63134766
34246,4520.63037109
35102,5626.44775391
35958,5673.84130859
36814,5738.50634766
37670,6189.67089844
38526,7569.91943359
39382,6458.6640625
40238,5041.12207031
7,7551.72460938
863,8174.66113281
1719,8656.58203125
2575,10040.4003906
3431,3840.77124023
4287,5481.0
5143,6345.95019531
5999,6591.50585938
6855,6792.24316406
7711,6591.34228516
8567,7027.96533203
9423,3588.15063477
10279,5577.7734375
11135,7568.62695312
11991,8299.19628906
12847,9078.88867188
13703,9381.81445312
14559,12096.9365234
15415,4586.81005859
16271,6293.39941406
17127,6887.77392578
17983,6691.17285156
18839,6914.72900391
19695,6294.27001953
20551,6902.18310547
21407,4765.52490234
22263,5446.00048828
23119,7607.83349609
23975,8015.20654297
24831,8432.47070312
25687,8569.22558594
26543,10544.8007812
27399,4848.95556641
28255,5469.578125
29111,6807.59521484
29967,6712.51660156
30823,6802.38330078
31679,6607.96044922
32535,7287.19726562
33391,4714.61816406
34247,5629.48046875
35103,7604.22753906
35959,7778.56103516
36815,8342.56933594
37671,8288.19335938
38527,10711.7207031
39383,5030.4296875
40239,5989.68945312
8,7915.88623047
864,8497.83789062
1720,9333.5390625
2576,10738.8798828
3432,4967.265625
4288,6461.09814453
5144,6406.44482422
6000,6301.67089844
6856,6434.8671875
7712,6229.43066406
8568,6472.74365234
9424,4419.03027344
10280,6372.12841797
11136,8027.66210938
11992,8487.453125
12848,9174.65917969
13704,9586.97851562
14560,12390.3759766
15416,5439.78076172
16272,7235.72314453
17128,6652.96386719
17984,6180.83886719
18840,6352.25439453
19696,5850.625
20552,6329.76123047
21408,5527.33203125
22264,6525.27880859
23120,8077.07714844
23976,8341.24804688
24832,8548.28710938
25688,9231.88183594
26544,11208.0869141
27400,5634.5625
28256,6516.1796875
29112,6871.77587891
29968,6435.68994141
30824,6340.62597656
31680,6301.35839844
32536,6951.9609375
33392,5409.80029297
34248,6622.25830078
35104,8129.60253906
35960,8088.34033203
36816,8572.38964844
37672,8974.85058594
38528,11341.0595703
39384,5582.93115234
40240,6776.82226562
9,5402.35449219
865,5972.56884766
1721,6529.94238281
2577,7764.93652344
3433,5104.79150391
4289,4056.27026367
5145,3738.90039062
6001,3676.40576172
6857,3734.28100586
7713,3558.67797852
8569,4056.35546875
9425,4402.5078125
10281,4127.18847656
11137,5873.33154297
11993,6078.96533203
12849,6267.09033203
13705,6499.94677734
14561,7232.47314453
15417,5472.19238281
16273,4516.88037109
17129,4095.0078125
17985,3662.02001953
18841,3719.28198242
19697,3451.63354492
20553,3847.84887695
21409,5174.33642578
22265,4140.65087891
23121,5690.53466797
23977,5662.36328125
24833,6068.44433594
25689,6395.01611328
26545,8007.28320312
27401,5275.69091797
28257,4166.42041016
29113,4250.30175781
29969,3950.59912109
30825,3843.04711914
31681,3646.56689453
32537,4145.94726562
33393,5025.39404297
34249,4357.81396484
35105,5839.77539062
35961,5743.94970703
36817,6166.86474609
37673,6204.73193359
38529,7870.18896484
39385,5789.79736328
40241,4687.00585938
10,5645.9140625
866,5854.99658203
1722,6678.52880859
2578,7651.67871094
3434,3361.24829102
4290,3284.40185547
5146,4536.80810547
6002,4531.44091797
6858,4589.75976562
7714,4632.09765625
8570,4935.27783203
9426,2888.20776367
10282,3229.4465332
11138,5719.68603516
11994,6137.69384766
12850,6407.17822266
13706,7058.43066406
14562,8483.08300781
15418,3591.94165039
16274,3535.97851562
17130,5282.47363281
17986,4674.81201172
18842,4645.95214844
19698,4504.78955078
20554,4826.93408203
21410,3648.40405273
22266,3173.33911133
23122,5714.63623047
23978,5938.5703125
24834,5984.41845703
25690,6593.19091797
26546,7821.03271484
27402,3715.39916992
28258,3306.70410156
29114,4749.79052734
29970,4663.6015625
30826,4576.37353516
31682,4506.22460938
32538,4889.06933594
33394,3696.37280273
34250,3291.0949707
35106,5641.37060547
35962,5764.90576172
36818,5881.51123047
37674,6336.13964844
38530,7714.87011719
39386,4066.93261719
40242,3659.19165039
11,6723.67285156
867,6955.44970703
1723,7711.97167969
2579,9189.29296875
3435,4769.44042969
4291,5676.71044922
5147,6113.25976562
6003,5677.6796875
6859,5648.40283203
7715,5509.69335938
8571,5861.94238281
9427,4223.04248047
10283,5610.27929688
11139,7320.72705078
11995,7438.17675781
12851,7642.17480469
13707,8259.16894531
14563,11269.1523438
15419,4970.68798828
16275,6416.60253906
17131,6293.53759766
17987,5473.4140625
18843,5333.42724609
19699,5057.72460938
20555,5555.60546875
21411,4909.60839844
22267,5545.63085938
23123,7240.75634766
23979,7130.66601562
24835,7181.83105469
25691,7839.35253906
26547,9898.20410156
27403,4952.96777344
28259,5531.35107422
29115,6383.63818359
29971,5770.02734375
30827,5454.42236328
31683,5367.68798828
32539,6041.82519531
33395,4765.93847656
34251,5683.39599609
35107,7220.61083984
35963,7002.96582031
36819,7149.96679688
37675,7434.58105469
38531,9751.19238281
39387,5130.76660156
40243,6237.39160156
12,8145.27294922
868,8706.67773438
1724,9598.68945312
2580,10955.7402344
3436,4591.99316406
4292,5367.72900391
5148,6602.52978516
6004,6815.80761719
6860,6935.80712891
7716,6896.53027344
8572,7549.18945312
9428,4236.90673828
10284,5424.17480469
11140,8004.75537109
11996,8319.07324219
12852,9066.54882812
13708,9504.41113281
14564,10634.84375
15420,4727.61523438
16276,5726.25830078
17132,6997.05712891
17988,6653.5859375
18844,6730.12109375
19700,6302.71044922
20556,6842.58544922
21412,4792.90917969
22268,5223.50976562
23124,7829.28027344
23980,8102.06835938
24836,8321.05664062
25692,9017.83105469
26548,10835.6835938
27404,5179.42236328
28260,5269.12304688
29116,7046.82666016
29972,6829.71435547
30828,6809.19287109
31684,6901.56445312
32540,7546.56201172
33396,5008.20019531
34252,5475.48193359
35108,8084.22949219
35964,8203.55273438
36820,8567.69726562
37676,8934.46191406
38532,11004.1328125
39388,5313.35009766
40244,5916.2265625
13,7038.96728516
869,7375.68945312
1725,8178.33398438
2581,9403.67382812
3437,3112.43481445
4293,4329.41552734
5149,5895.11962891
6005,5857.21386719
6861,5902.63671875
7717,5973.17285156
8573,6146.43457031
9429,2837.98779297
10285,4314.87011719
11141,7356.07421875
11997,7511.65380859
12853,7326.95117188
13709,7431.85839844
14565,11146.3310547
15421,3415.73022461
16277,4856.84375
17133,7002.03759766
17989,6216.35449219
18845,6045.61816406
19701,5880.19824219
20557,6355.76318359
21413,3338.03369141
22269,4160.13378906
23125,7370.36621094
23981,7695.54150391
24837,7777.50048828
25693,8338.58300781
26549,10156.5175781
27405,3473.00976562
28261,4140.33886719
29117,6158.27685547
29973,5998.15673828
30829,5869.91552734
31685,5649.31884766
32541,6135.10693359
33397,3369.73046875
34253,4304.32177734
35109,7102.71337891
35965,7166.80419922
36821,7339.94042969
37677,7702.0625
38533,9705.46777344
39389,3611.61889648
40245,4647.50341797
14,8396.85253906
870,8490.43261719
1726,9427.13867188
2582,10713.3662109
3438,5656.74365234
4294,5207.22265625
5150,6457.13037109
6006,7298.82080078
6862,6974.22314453
7718,6843.296875
8574,7493.02734375
9430,4618.60107422
10286,5049.80419922
11142,7636.08398438
11998,8858.81445312
12854,9133.88476562
13710,9693.40429688
14566,11279.3896484
15422,6378.11181641
16278,5586.36181641
17134,6668.93603516
17990,7026.91943359
18846,6686.89160156
19702,6360.49365234
20558,6915.27685547
21414,5862.42333984
22270,5101.28173828
23126,7865.63378906
23982,8896.1796875
24838,8746.03808594
25694,9529.08203125
26550,10955.3330078
27406,6000.05078125
28262,4591.57275391
29118,7060.12744141
29974,8050.75
30830,7307.28417969
31686,7194.2265625
32542,7858.00048828
33398,5717.96777344
34254,5520.08740234
35110,7823.65917969
35966,8910.69238281
36822,8720.95605469
37678,9021.27148438
38534,10957.2666016
39390,6267.19189453
40246,6152.98095703
15,5770.78173828
871,6081.61572266
1727,7009.20068359
2583,8172.66552734
3439,5612.18994141
4295,5159.88525391
5151,4479.32421875
6007,4027.22338867
6863,4079.01953125
7719,4170.91357422
8575,4643.484375
9431,4995.26611328
10287,5158.22705078
11143,6370.91894531
11999,6190.99316406
12855,6417.79003906
13711,6985.45410156
14567,10424.5429688
15423,6080.32226562
16279,5842.00390625
17135,4935.56982422
17991,4014.18310547
18847,4050.05322266
19703,3874.37524414
20559,4296.65869141
21415,5889.69628906
22271,5187.64990234
23127,6312.30078125
23983,6140.60986328
24839,6248.83105469
25695,7055.05175781
26551,8602.58007812
27407,5985.60058594
28263,5254.90332031
29119,4919.87060547
29975,4226.66162109
30831,4017.48510742
31687,4047.07958984
32543,4626.74511719
33399,5483.85546875
34255,5279.18457031
35111,6495.78222656
35967,6101.17236328
36823,6369.73388672
37679,6971.41650391
38535,8685.75976562
39391,6001.52197266
40247,5724.84960938
16,4855.60205078
872,5037.75732422
1728,5734.91113281
2584,6534.17285156
3440,3351.64892578
4296,3214.75390625
5152,3910.0480957
6008,3789.10327148
6864,3728.95556641
7720,3692.39404297
8576,4145.43310547
9432,2914.6472168
10288,3160.23999023
11144,5149.73193359
12000,5139.03955078
12856,5341.70605469
13712,5850.68115234
14568,7366.30371094
15424,3597.21899414
16280,3547.69946289
17136,4427.15625
17992,3839.3684082
18848,3825.26074219
19704,3582.67822266
20560,3920.19165039
21416,3452.36791992
22272,3114.84667969
23128,5114.45654297
23984,5059.09472656
24840,5068.91503906
25696,5556.79785156
26552,6766.30712891
27408,3650.41967773
28264,3119.47973633
29120,4234.63183594
29976,3917.43261719
30832,3806.38378906
31688,3823.20336914
32544,4257.84521484
33400,3557.23901367
34256,3258.10107422
35112,5198.08642578
35968,5029.40771484
36824,5086.02099609
37680,5389.10644531
38536,6816.29492188
39392,3879.60107422
40248,3625.63720703
17,6102.05126953
873,6393.11328125
1729,7087.1015625
2585,8693.33496094
3441,6725.33398438
4297,4761.91210938
5153,5338.09472656
6009,4926.90576172
6865,4925.03076172
7721,4803.93066406
8577,5366.98144531
9433,5714.87060547
10289,4744.34814453
11145,6535.18261719
12001,6447.24023438
12857,6875.51904297
13713,7295.01367188
14569,8731.23535156
15425,6741.16503906
16281,5104.265625
17137,5413.32080078
17993,4672.77441406
